pr_number,title,url,state,merged,primary_category,work_area,solution_type,hardware_scope,operator_keywords,top_patterns
27334,[Quantization] fix attention quantization of gpt_oss model,https://github.com/vllm-project/vllm/pull/27334,closed,False,development,attention_kv_cache;hardware_porting;model_support;quantization,kernel_fix,amd;nvidia,attention;fp8;quantization,model_format_adapter;dtype_quantization_path;build_dependency_packaging;verification_benchmarking;metadata_layout_contract
27341,[Bugfix] grafana.json: rename vllm:gpu_cache_usage_perc to vllm:kv_cache_usage_perc,https://github.com/vllm-project/vllm/pull/27341,closed,False,development,attention_kv_cache;model_support,test_added,,cache,build_dependency_packaging;model_format_adapter;verification_benchmarking;kv_cache_capacity_offload
27352,[cmake]  fix ROCm hip/clr build on platforms without GPUs attached,https://github.com/vllm-project/vllm/pull/27352,closed,False,development,ci_build;hardware_porting;model_support,dependency_fix,amd,kernel,build_dependency_packaging;hardware_arch_guard;model_format_adapter;verification_benchmarking;metadata_layout_contract
27354,[MLA] Bump FlashMLA,https://github.com/vllm-project/vllm/pull/27354,closed,False,development,attention_kv_cache;ci_build;model_support,kernel_fix,,attention,build_dependency_packaging;model_format_adapter;verification_benchmarking
27359,[Doc] Refactor import statements for `oneshot` in quantization docs to support newer llm-compressor version,https://github.com/vllm-project/vllm/pull/27359,closed,False,development,ci_build;model_support;quantization,kernel_fix,,quantization,build_dependency_packaging;model_format_adapter;verification_benchmarking;dtype_quantization_path
27360,[Feature] Implement custom pipeline parallel rank ordering for Ray workers,https://github.com/vllm-project/vllm/pull/27360,closed,False,performance,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization,performance_optimization,amd,quantization,build_dependency_packaging;dtype_quantization_path;model_format_adapter;hardware_arch_guard;scheduler_request_lifecycle
27363,Prefer FlashAttention MLA as default over FlashMLA,https://github.com/vllm-project/vllm/pull/27363,closed,False,performance,attention_kv_cache;distributed_parallel;hardware_porting;model_support;speculative_decoding,kernel_fix,amd;nvidia,attention,verification_benchmarking;backend_routing_fallback;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle
27368,[Attention] Fix FlashMLA metadata builder arguments for q_len > 1,https://github.com/vllm-project/vllm/pull/27368,closed,False,performance,attention_kv_cache;model_support,kernel_fix,,attention,build_dependency_packaging;model_format_adapter;verification_benchmarking;hardware_arch_guard;scheduler_request_lifecycle
27370,[Misc] Add triton_kernels dependency,https://github.com/vllm-project/vllm/pull/27370,closed,False,development,ci_build;distributed_parallel;hardware_porting;moe;quantization,dependency_fix,,moe;triton,build_dependency_packaging;verification_benchmarking;dtype_quantization_path;hardware_arch_guard;model_format_adapter
27380,[ROCm][MLA] Enable MLA persistent kernel with fp8 and bf16 support ,https://github.com/vllm-project/vllm/pull/27380,open,False,correctness,attention_kv_cache;hardware_porting;model_support;quantization,kernel_fix,amd,attention;fp8;kernel,dtype_quantization_path;hardware_arch_guard;verification_benchmarking;backend_routing_fallback;build_dependency_packaging
27382,Refactor: Move CUDA graph dispatch logic earlier,https://github.com/vllm-project/vllm/pull/27382,closed,False,correctness,attention_kv_cache;model_support,kernel_fix,nvidia,attention;cuda,hardware_arch_guard;model_format_adapter;verification_benchmarking;backend_routing_fallback;metadata_layout_contract
27386,[CI/Build] Fix AMD CI: test_cpu_gpu.py,https://github.com/vllm-project/vllm/pull/27386,closed,False,development,attention_kv_cache;ci_build;hardware_porting,kernel_fix,amd;nvidia,attention;cuda,build_dependency_packaging;hardware_arch_guard;backend_routing_fallback;model_format_adapter;verification_benchmarking
27387,[CI/Build] Fix AMD CI: test_cpu_gpu.py,https://github.com/vllm-project/vllm/pull/27387,closed,False,development,attention_kv_cache;ci_build;hardware_porting,kernel_fix,amd;nvidia,attention;cuda,build_dependency_packaging;hardware_arch_guard;backend_routing_fallback;model_format_adapter;verification_benchmarking
27388,[CI/Build] Fix AMD CI: test_cpu_gpu.py,https://github.com/vllm-project/vllm/pull/27388,closed,False,development,attention_kv_cache;ci_build;hardware_porting,kernel_fix,amd;nvidia,attention;cuda,build_dependency_packaging;hardware_arch_guard;backend_routing_fallback;model_format_adapter;verification_benchmarking
27402,[Kernel] LoRA triton kernels support PDL,https://github.com/vllm-project/vllm/pull/27402,closed,False,correctness,distributed_parallel;frontend_api;model_support,kernel_fix,,kernel;triton,verification_benchmarking;model_format_adapter;scheduler_request_lifecycle;backend_routing_fallback
27411,Fix: Improve layer skipping and FusedMoE handling in AWQMarlin,https://github.com/vllm-project/vllm/pull/27411,closed,False,performance,attention_kv_cache;frontend_api;model_support;moe;quantization;scheduler_memory,kernel_fix,,cache;quantization,model_format_adapter;scheduler_request_lifecycle;verification_benchmarking;dtype_quantization_path;kv_cache_capacity_offload
27418,[MM][Bugfix] Replace `PatchEmbed`'s conv3d to linear layer,https://github.com/vllm-project/vllm/pull/27418,closed,False,performance,gemm_linear;model_support;multimodal_vlm,kernel_fix,,gemm,model_format_adapter;verification_benchmarking;moe_gemm_routing;metadata_layout_contract
27421,[Test] Batch Invariant: Rename and organize tests,https://github.com/vllm-project/vllm/pull/27421,closed,False,correctness,ci_build;distributed_parallel;frontend_api;moe,test_added,nvidia,moe,build_dependency_packaging;hardware_arch_guard;moe_gemm_routing;backend_routing_fallback;model_format_adapter
27424,[Bug] Raise error explicitly if using incompatible backend,https://github.com/vllm-project/vllm/pull/27424,closed,False,development,attention_kv_cache;model_support,fallback,,attention,backend_routing_fallback;build_dependency_packaging;model_format_adapter;scheduler_request_lifecycle;kv_cache_capacity_offload
27426,[BugFix] Make sure to allocate worst case MoE workspace during profile run in the DP + EP case,https://github.com/vllm-project/vllm/pull/27426,closed,False,performance,moe,,,kernel;moe,verification_benchmarking;moe_gemm_routing;model_format_adapter;backend_routing_fallback
27435,Load tuned fused_moe_lora shrink and expand kernel configs separately,https://github.com/vllm-project/vllm/pull/27435,closed,False,performance,model_support;sampling_logits,kernel_fix,nvidia,cuda;kernel;moe;operator;sampling,model_format_adapter;dtype_quantization_path;moe_gemm_routing;verification_benchmarking;build_dependency_packaging
27439,[Bugfix] Use latency MOE backend as default for Flashinfer and other misc fixes,https://github.com/vllm-project/vllm/pull/27439,closed,False,correctness,activation_norm;attention_kv_cache;distributed_parallel;frontend_api;model_support;moe;quantization;scheduler_memory,kernel_fix,nvidia,fp8;kernel;moe;quantization,dtype_quantization_path;verification_benchmarking;model_format_adapter;backend_routing_fallback;scheduler_request_lifecycle
27445,[Performance][LoRA] add context varying params to 'do_not_specialize' in fused moe lora,https://github.com/vllm-project/vllm/pull/27445,closed,False,performance,distributed_parallel;frontend_api;model_support;moe,kernel_fix,nvidia,cuda;kernel;moe,verification_benchmarking;model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle
27453,[Model] [Bugfix] Fix inconsistencies in the handling of layer names,https://github.com/vllm-project/vllm/pull/27453,closed,False,performance,frontend_api;model_support,kernel_fix,nvidia,cuda,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;verification_benchmarking
27457,[Performance][MLA][ROCm] Remove redundant D2D copy in deepseek,https://github.com/vllm-project/vllm/pull/27457,closed,False,performance,attention_kv_cache;frontend_api;hardware_porting;model_support,performance_optimization,amd,attention;kernel,verification_benchmarking;hardware_arch_guard;build_dependency_packaging;model_format_adapter;scheduler_request_lifecycle
27460,[compile] Turn standalone_compile back on,https://github.com/vllm-project/vllm/pull/27460,closed,False,development,ci_build;distributed_parallel,kernel_fix,,triton,build_dependency_packaging;model_format_adapter;verification_benchmarking;moe_gemm_routing;backend_routing_fallback
27472,"[cpu][fix] Fix onednn_mm crash on consecutive matmuls with same M,K,N and different dtype",https://github.com/vllm-project/vllm/pull/27472,closed,False,development,gemm_linear;model_support,kernel_fix,,gemm,hardware_arch_guard;model_format_adapter;verification_benchmarking;dtype_quantization_path;bitwise_determinism_equivalence
27484,[Misc][DP] Guard mxfp4 implementation selection,https://github.com/vllm-project/vllm/pull/27484,closed,False,development,distributed_parallel;moe;quantization,kernel_fix,nvidia,moe;quantization;triton,dtype_quantization_path;model_format_adapter;backend_routing_fallback;hardware_arch_guard;verification_benchmarking
27487,[Bugfix][LoRA][FusedMoE] Select MxFP4 Backend based on LoRA Enablement,https://github.com/vllm-project/vllm/pull/27487,closed,False,development,model_support;moe;quantization,kernel_fix,nvidia,quantization;triton,dtype_quantization_path;model_format_adapter;backend_routing_fallback;hardware_arch_guard;verification_benchmarking
27492,[Performance] Support FP8 flashinfer TRTLLM MOE on Qwen3 and Qwen-3next,https://github.com/vllm-project/vllm/pull/27492,closed,False,performance,attention_kv_cache;ci_build;distributed_parallel;model_support;moe;quantization;scheduler_memory,performance_optimization,nvidia,fp8;moe,model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle;verification_benchmarking
27495,[WIP] [GPT-OSS] customized symm_mem based EP comm kernel integration,https://github.com/vllm-project/vllm/pull/27495,closed,False,performance,frontend_api;moe,kernel_fix,,kernel;moe;triton,model_format_adapter;verification_benchmarking;moe_gemm_routing;backend_routing_fallback
27501,[Refactor][MLA] Move prefill/decode implementation into MLAAttention layer,https://github.com/vllm-project/vllm/pull/27501,closed,False,development,attention_kv_cache;ci_build;distributed_parallel;hardware_porting;model_support,kernel_fix,amd;nvidia,attention;operator,build_dependency_packaging;model_format_adapter;scheduler_request_lifecycle;hardware_arch_guard;verification_benchmarking
27503,Clarify V0→V1 error; keep SamplingParams importable when VLLM_USE_V1=0,https://github.com/vllm-project/vllm/pull/27503,closed,False,development,ci_build;frontend_api;model_support,kernel_fix,,kernel;triton,build_dependency_packaging;model_format_adapter;hardware_arch_guard;verification_benchmarking;bitwise_determinism_equivalence
27512,[PERF] Decouple projections from GDN custom op,https://github.com/vllm-project/vllm/pull/27512,closed,False,performance,activation_norm;attention_kv_cache;ci_build;distributed_parallel;frontend_api;model_support;moe;scheduler_memory,kernel_fix,,activation;attention;kernel;moe;operator;triton,build_dependency_packaging;scheduler_request_lifecycle;verification_benchmarking;backend_routing_fallback;hardware_arch_guard
27517,fix: double bos token,https://github.com/vllm-project/vllm/pull/27517,closed,False,performance,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;speculative_decoding,kernel_fix,amd,sampling,build_dependency_packaging;model_format_adapter;scheduler_request_lifecycle;verification_benchmarking;metadata_layout_contract
27520,feat: [DRAFT Ignore for now] Add Omnivinci model + subfolder HF config/tokenizer support,https://github.com/vllm-project/vllm/pull/27520,closed,False,performance,frontend_api;model_support;quantization;sampling_logits,kernel_fix,nvidia,quantization;sampling,model_format_adapter;dtype_quantization_path;build_dependency_packaging;scheduler_request_lifecycle;verification_benchmarking
27521,[model] Add support for openPangu_Ultra_MoE,https://github.com/vllm-project/vllm/pull/27521,closed,False,correctness,distributed_parallel;frontend_api;model_support;moe;sampling_logits;speculative_decoding,kernel_fix,,moe;sampling,scheduler_request_lifecycle;moe_gemm_routing;build_dependency_packaging;hardware_arch_guard;model_format_adapter
27522,[CI/Build] Use CPU for mm processing test on CI,https://github.com/vllm-project/vllm/pull/27522,closed,False,development,ci_build;model_support;multimodal_vlm,kernel_fix,,gemm,model_format_adapter;build_dependency_packaging;verification_benchmarking;moe_gemm_routing;metadata_layout_contract
27523,[Fix] Change default MXFP4 backend for SM90 to Marlin,https://github.com/vllm-project/vllm/pull/27523,closed,False,performance,frontend_api;hardware_porting;model_support;quantization,performance_optimization,,quantization;triton,verification_benchmarking;dtype_quantization_path;build_dependency_packaging;hardware_arch_guard;model_format_adapter
27525,[Multimodal][XPU]Enable vision attn backend for xpu platform,https://github.com/vllm-project/vllm/pull/27525,closed,False,performance,attention_kv_cache;hardware_porting;multimodal_vlm,kernel_fix,,attention;kernel,model_format_adapter;backend_routing_fallback;verification_benchmarking;kv_cache_capacity_offload
27526,[Bugfix][CPU] Fallback oneDNN linear to torch linear to fix half gemm support on legecy platforms,https://github.com/vllm-project/vllm/pull/27526,closed,False,development,ci_build;gemm_linear;model_support,dependency_fix,,gemm,build_dependency_packaging;model_format_adapter;verification_benchmarking;moe_gemm_routing;backend_routing_fallback
27531,"Revert ""[CI/Build] Use CPU for mm processing test on CI (#27522)""",https://github.com/vllm-project/vllm/pull/27531,closed,False,development,ci_build;model_support,kernel_fix,,gemm,build_dependency_packaging;model_format_adapter;verification_benchmarking;moe_gemm_routing
27532,[Attention] Use sparse prefill kernel for fp8 kv-cache in DeepSeek-v3.2,https://github.com/vllm-project/vllm/pull/27532,closed,False,correctness,attention_kv_cache;distributed_parallel;frontend_api;model_support;moe;quantization,kernel_fix,nvidia,attention;fp8;kernel;moe,dtype_quantization_path;scheduler_request_lifecycle;verification_benchmarking;model_format_adapter;moe_gemm_routing
27538,fixing mm placeholder replacement issue with gemma3,https://github.com/vllm-project/vllm/pull/27538,closed,False,development,frontend_api;model_support,kernel_fix,,gemm,model_format_adapter;scheduler_request_lifecycle;verification_benchmarking;moe_gemm_routing
27539,[Core] Prefix cache: frequency- and cost-aware eviction (opt-in),https://github.com/vllm-project/vllm/pull/27539,closed,False,performance,attention_kv_cache;ci_build;model_support;scheduler_memory,dependency_fix,nvidia,cache;cuda,build_dependency_packaging;verification_benchmarking;kv_cache_capacity_offload;hardware_arch_guard;scheduler_request_lifecycle
27541,Enhance benchmark_moe.py compatibility issues across vLLM versions,https://github.com/vllm-project/vllm/pull/27541,closed,False,performance,quantization,kernel_fix,,fp8;kernel,dtype_quantization_path;moe_gemm_routing;build_dependency_packaging;model_format_adapter;hardware_arch_guard
27553,covt_e4m3_bf16,https://github.com/vllm-project/vllm/pull/27553,closed,False,performance,model_support;quantization,performance_optimization,,fp8,dtype_quantization_path;build_dependency_packaging;verification_benchmarking;model_format_adapter
27563,[Bugfix][Rocm] Fix shared expert weight loading failure in DeepSeek-MTP,https://github.com/vllm-project/vllm/pull/27563,closed,False,correctness,distributed_parallel;frontend_api;hardware_porting;model_support;moe;speculative_decoding,performance_optimization,amd,moe,hardware_arch_guard;scheduler_request_lifecycle;verification_benchmarking;model_format_adapter;moe_gemm_routing
27564,[Misc] Replace CUDA_VISIBLE_DEVICES in DP with torch.cuda.set_device for device selection on cuda-like devices,https://github.com/vllm-project/vllm/pull/27564,closed,False,performance,distributed_parallel;model_support,kernel_fix,nvidia,cuda,hardware_arch_guard;model_format_adapter;metadata_layout_contract
27569,[Bugfix][P/D] Fix throughput stats in disaggregated setup,https://github.com/vllm-project/vllm/pull/27569,closed,False,performance,attention_kv_cache;distributed_parallel;frontend_api;scheduler_memory,kernel_fix,,cache,scheduler_request_lifecycle;kv_cache_capacity_offload;verification_benchmarking;bitwise_determinism_equivalence
27574,[CI][Bugfix] Fix triton import check error,https://github.com/vllm-project/vllm/pull/27574,open,False,development,ci_build;model_support,kernel_fix,,triton,build_dependency_packaging;model_format_adapter;verification_benchmarking;backend_routing_fallback
27578,"[perf] Enable concurrent execution of ""shared_experts"" and ""selected_experts"" in qwen3-next",https://github.com/vllm-project/vllm/pull/27578,closed,False,performance,distributed_parallel;frontend_api;model_support;moe,performance_optimization,,moe,verification_benchmarking;model_format_adapter;moe_gemm_routing;scheduler_request_lifecycle
27579,[ROCm][GEMM] update aiter fp8 linear check for different platforms,https://github.com/vllm-project/vllm/pull/27579,closed,False,correctness,distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;quantization,kernel_fix,amd,fp8;gemm;triton,verification_benchmarking;hardware_arch_guard;moe_gemm_routing;model_format_adapter;dtype_quantization_path
27589,[Bug] Fix shape issue for eplb expert weights,https://github.com/vllm-project/vllm/pull/27589,closed,False,development,ci_build;distributed_parallel;frontend_api;model_support;moe,kernel_fix,,moe,build_dependency_packaging;model_format_adapter;verification_benchmarking;moe_gemm_routing;hardware_arch_guard
27598,Install pre-built xformers-0.0.32.post2 built with pt-2.9.0,https://github.com/vllm-project/vllm/pull/27598,closed,False,development,ci_build,dependency_fix,nvidia,cuda,build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle
27603,[ROCm][Docs] Update ROCm installation docs for ROCm 7.0,https://github.com/vllm-project/vllm/pull/27603,closed,False,development,attention_kv_cache;hardware_porting;model_support,kernel_fix,amd,attention;triton,backend_routing_fallback;build_dependency_packaging;hardware_arch_guard;model_format_adapter;verification_benchmarking
27605,[Bugfix] Fix non-contiguous tensor error in `rocm_unquantized_gemm_impl`,https://github.com/vllm-project/vllm/pull/27605,closed,False,performance,ci_build;distributed_parallel;hardware_porting;model_support;multimodal_vlm;scheduler_memory,kernel_fix,amd;nvidia,cuda;operator,model_format_adapter;metadata_layout_contract;build_dependency_packaging;hardware_arch_guard;verification_benchmarking
27608,[Bugfix] Respect ignore list for NVFP4/BF16 mixed MoE checkpoints,https://github.com/vllm-project/vllm/pull/27608,closed,False,performance,attention_kv_cache;ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;moe;quantization;sampling_logits;scheduler_memory,kernel_fix,nvidia,attention;cache;cuda;kernel;moe;quantization;sampling,model_format_adapter;dtype_quantization_path;hardware_arch_guard;moe_gemm_routing;build_dependency_packaging
27612,[CI/Build] Fix amd model executor test,https://github.com/vllm-project/vllm/pull/27612,closed,False,development,ci_build;frontend_api;hardware_porting;model_support,kernel_fix,amd;nvidia,cuda,build_dependency_packaging;hardware_arch_guard;model_format_adapter;verification_benchmarking
27623,[ROCm][Platform] Add MI308X device id in _ROCM_DEVICE_ID_NAME_MAP,https://github.com/vllm-project/vllm/pull/27623,closed,False,correctness,ci_build;frontend_api;hardware_porting;model_support;moe,kernel_fix,amd,triton,build_dependency_packaging;hardware_arch_guard;model_format_adapter;bitwise_determinism_equivalence;backend_routing_fallback
27635,Fix excessive logging noise by reducing the log level of the MinimaxM2ToolParser import success message,https://github.com/vllm-project/vllm/pull/27635,closed,False,performance,attention_kv_cache;frontend_api;model_support;scheduler_memory,kernel_fix,,cache,scheduler_request_lifecycle;build_dependency_packaging;model_format_adapter;verification_benchmarking;kv_cache_capacity_offload
27652,[ROCm] [AITER] Add block scaled bpreshuffle gemm,https://github.com/vllm-project/vllm/pull/27652,open,False,correctness,frontend_api;gemm_linear;hardware_porting;model_support;quantization,performance_optimization,amd,fp8;gemm;kernel,verification_benchmarking;build_dependency_packaging;model_format_adapter;dtype_quantization_path;hardware_arch_guard
27659,[Build] Revert triton_kernels requirements,https://github.com/vllm-project/vllm/pull/27659,closed,False,development,ci_build,dependency_fix,,kernel;triton,build_dependency_packaging;verification_benchmarking;backend_routing_fallback
27660,[Feature] Batch invariant torch.compile,https://github.com/vllm-project/vllm/pull/27660,closed,False,correctness,activation_norm;attention_kv_cache;ci_build;distributed_parallel;frontend_api;model_support;moe,performance_optimization,,activation;kernel;moe;operator,verification_benchmarking;build_dependency_packaging;bitwise_determinism_equivalence;model_format_adapter;moe_gemm_routing
27663,Add FLASHINFER_MLA to test_mla_backends and add B200 CI run,https://github.com/vllm-project/vllm/pull/27663,closed,False,development,attention_kv_cache;ci_build;model_support,kernel_fix,nvidia,attention,hardware_arch_guard;build_dependency_packaging;backend_routing_fallback;model_format_adapter;scheduler_request_lifecycle
27666,[Bug] Fix DBO IMA issue for DeepEPHT,https://github.com/vllm-project/vllm/pull/27666,closed,False,performance,distributed_parallel;frontend_api;model_support;moe;quantization,kernel_fix,nvidia,cuda;fp8;moe,verification_benchmarking;dtype_quantization_path;moe_gemm_routing;model_format_adapter;backend_routing_fallback
27682,[Bug] Fix DeepEP low latency `assert self.batched_router_logits.size(-1) == full_router_logits.size(-1)` Bug,https://github.com/vllm-project/vllm/pull/27682,closed,False,performance,frontend_api;model_support;moe,kernel_fix,,moe;operator,verification_benchmarking;moe_gemm_routing;build_dependency_packaging;hardware_arch_guard;model_format_adapter
27683,Add TP parameter to attention tests,https://github.com/vllm-project/vllm/pull/27683,closed,False,development,attention_kv_cache;ci_build;distributed_parallel;model_support,kernel_fix,,attention,build_dependency_packaging;model_format_adapter;verification_benchmarking
27685,[CI/Build] Skip cpu offloading test on AMD,https://github.com/vllm-project/vllm/pull/27685,closed,False,development,ci_build;hardware_porting,kernel_fix,amd;nvidia,cuda,build_dependency_packaging;hardware_arch_guard;model_format_adapter;verification_benchmarking;kv_cache_capacity_offload
27690,[CI/Build] Skip cpu offloading test on AMD,https://github.com/vllm-project/vllm/pull/27690,closed,False,development,ci_build;hardware_porting,kernel_fix,amd;nvidia,cuda,build_dependency_packaging;hardware_arch_guard;model_format_adapter;verification_benchmarking;kv_cache_capacity_offload
27694,[LoRA] Lora shrink swizzle,https://github.com/vllm-project/vllm/pull/27694,closed,False,performance,distributed_parallel;frontend_api;model_support,kernel_fix,,kernel;triton,verification_benchmarking;model_format_adapter;build_dependency_packaging;hardware_arch_guard;scheduler_request_lifecycle
27705,[Model] Fix Qwen3VL and Qwen3Omni after torch.compile changes,https://github.com/vllm-project/vllm/pull/27705,closed,False,development,ci_build;model_support;quantization,kernel_fix,,fp8,build_dependency_packaging;model_format_adapter;verification_benchmarking;dtype_quantization_path;moe_gemm_routing
27707,[Bugfix] Fix modular kernel tests,https://github.com/vllm-project/vllm/pull/27707,closed,False,development,ci_build;model_support;moe,kernel_fix,,kernel;moe,build_dependency_packaging;model_format_adapter;verification_benchmarking;moe_gemm_routing
27712,[CI/Build][Bugfix]Fix Quantized Models Test on AMD,https://github.com/vllm-project/vllm/pull/27712,closed,False,development,ci_build;hardware_porting;model_support;quantization,kernel_fix,amd,quantization;triton,build_dependency_packaging;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;verification_benchmarking
27714,"Revert ""Install pre-built xformers-0.0.32.post2 built with pt-2.9.0""",https://github.com/vllm-project/vllm/pull/27714,closed,False,development,ci_build,dependency_fix,nvidia,cuda,build_dependency_packaging;hardware_arch_guard
27717,[CI Failure] Fix test_kv_cache_model_load_and_run,https://github.com/vllm-project/vllm/pull/27717,closed,False,development,ci_build;frontend_api;model_support;quantization,kernel_fix,,fp8;quantization,model_format_adapter;build_dependency_packaging;dtype_quantization_path;hardware_arch_guard;verification_benchmarking
27721,[Multimodal][Qwen3 Omni] Make Qwen3 Omni work with audio-in-video inputs in V1 engine.  ,https://github.com/vllm-project/vllm/pull/27721,closed,False,performance,attention_kv_cache;model_support;multimodal_vlm,kernel_fix,,attention;cache,model_format_adapter;verification_benchmarking;kv_cache_capacity_offload;scheduler_request_lifecycle;backend_routing_fallback
27728,[BugFix][LoRA] use adapter_id instead of id field of lora_request,https://github.com/vllm-project/vllm/pull/27728,closed,False,performance,attention_kv_cache;ci_build;distributed_parallel;frontend_api;model_support;scheduler_memory,test_added,,cache,metadata_layout_contract;scheduler_request_lifecycle;build_dependency_packaging;model_format_adapter;verification_benchmarking
27731,[EPLB][ROCm]: support EPBL for ROCm backend,https://github.com/vllm-project/vllm/pull/27731,closed,False,correctness,distributed_parallel;frontend_api;hardware_porting;model_support;moe,kernel_fix,amd;nvidia,cuda;moe,verification_benchmarking;hardware_arch_guard;model_format_adapter;scheduler_request_lifecycle;moe_gemm_routing
27733,[BugFix]: --enable-lora with model granite-4.0-micro crash,https://github.com/vllm-project/vllm/pull/27733,closed,False,performance,attention_kv_cache;ci_build;distributed_parallel;frontend_api;model_support;moe;quantization;sampling_logits;scheduler_memory,kernel_fix,nvidia,attention;cache;cuda;quantization;sampling,build_dependency_packaging;scheduler_request_lifecycle;dtype_quantization_path;backend_routing_fallback;model_format_adapter
27735,[XPU] Update latest IPEX 2.8 release,https://github.com/vllm-project/vllm/pull/27735,closed,False,correctness,activation_norm;attention_kv_cache;ci_build;hardware_porting;model_support,kernel_fix,nvidia,attention;cuda;kernel,build_dependency_packaging;verification_benchmarking;hardware_arch_guard;model_format_adapter;bitwise_determinism_equivalence
27736,[ROCm][MHA] add dispatch logic for triton and aiter MHA,https://github.com/vllm-project/vllm/pull/27736,open,False,performance,attention_kv_cache;hardware_porting;model_support,kernel_fix,amd,kernel;triton,backend_routing_fallback;hardware_arch_guard;verification_benchmarking;model_format_adapter;scheduler_request_lifecycle
27743,[KVConnector][Core] Support cross-layer KV blocks,https://github.com/vllm-project/vllm/pull/27743,closed,False,performance,attention_kv_cache;distributed_parallel;model_support,performance_optimization,nvidia,cache,metadata_layout_contract;kv_cache_capacity_offload;build_dependency_packaging;model_format_adapter
27748,[Bugfix][ROCm] Fix ViT rotary embeddings for torch.compile compatibility on ROCm,https://github.com/vllm-project/vllm/pull/27748,closed,False,performance,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;multimodal_vlm;quantization,kernel_fix,amd,fp8;kernel;operator;triton,verification_benchmarking;model_format_adapter;build_dependency_packaging;dtype_quantization_path;backend_routing_fallback
27753,[Hybrid] Pass kernel block size to builders,https://github.com/vllm-project/vllm/pull/27753,closed,False,correctness,attention_kv_cache;frontend_api;model_support;sampling_logits,kernel_fix,nvidia,attention;kernel;sampling,backend_routing_fallback;build_dependency_packaging;hardware_arch_guard;model_format_adapter;dtype_quantization_path
27757,[UX] Include NVTX in cuda.txt,https://github.com/vllm-project/vllm/pull/27757,closed,False,development,ci_build;model_support,kernel_fix,nvidia,cuda,build_dependency_packaging;hardware_arch_guard;model_format_adapter;verification_benchmarking
27760,[Temp fix] Disable torch.compile for Qwen2.5 VL's VisionBlock temporarily. ,https://github.com/vllm-project/vllm/pull/27760,closed,False,performance,ci_build;frontend_api;model_support,kernel_fix,nvidia,cuda;gemm,build_dependency_packaging;model_format_adapter;verification_benchmarking;dtype_quantization_path;hardware_arch_guard
27762,[BugFix] Stopgap - Flashinfer Autotuner + GPT-OSS + DP/TP,https://github.com/vllm-project/vllm/pull/27762,closed,False,development,distributed_parallel;moe;quantization,test_added,nvidia,moe,dtype_quantization_path;hardware_arch_guard;model_format_adapter;verification_benchmarking;backend_routing_fallback
27764,[Bugfix][Qwen][Multimodal] Move Qwen2_5_vl sdpa to custom op and reenable compile,https://github.com/vllm-project/vllm/pull/27764,closed,False,performance,ci_build;frontend_api;model_support;multimodal_vlm,kernel_fix,,gemm;operator,model_format_adapter;verification_benchmarking;build_dependency_packaging;scheduler_request_lifecycle;kv_cache_capacity_offload
27765,[CI Test] Add Scheduled Integration Test,https://github.com/vllm-project/vllm/pull/27765,closed,False,development,ci_build;distributed_parallel;moe;quantization,test_added,,fp8,build_dependency_packaging;dtype_quantization_path;model_format_adapter;verification_benchmarking;bitwise_determinism_equivalence
27768,"Reapply ""Install pre-built xformers-0.0.32.post2 built with pt-2.9.0""",https://github.com/vllm-project/vllm/pull/27768,closed,False,development,ci_build,dependency_fix,nvidia,cuda,build_dependency_packaging;hardware_arch_guard;verification_benchmarking
27770,[KV offload] Enable CPU KV offload on CUDA alike Platforms,https://github.com/vllm-project/vllm/pull/27770,closed,False,development,hardware_porting,kernel_fix,amd;nvidia,cuda,hardware_arch_guard;verification_benchmarking;kv_cache_capacity_offload
27772,[Model] Add Gemma3 GGUF multimodal support,https://github.com/vllm-project/vllm/pull/27772,closed,False,performance,activation_norm;attention_kv_cache;ci_build;frontend_api;model_support;multimodal_vlm;quantization,kernel_fix,nvidia,activation;attention;gemm;kernel;quantization,model_format_adapter;build_dependency_packaging;hardware_arch_guard;dtype_quantization_path;verification_benchmarking
27776,[FEATURE] Upstream VIT FA RDNA3 ROCM,https://github.com/vllm-project/vllm/pull/27776,closed,False,development,attention_kv_cache;ci_build;hardware_porting;multimodal_vlm,dependency_fix,amd,operator,build_dependency_packaging;model_format_adapter;backend_routing_fallback;hardware_arch_guard;verification_benchmarking
27793,[Core][Observability] Add KV cache residency metrics,https://github.com/vllm-project/vllm/pull/27793,closed,False,correctness,attention_kv_cache;model_support;sampling_logits;scheduler_memory,kernel_fix,,cache;operator;sampling,verification_benchmarking;scheduler_request_lifecycle;bitwise_determinism_equivalence;kv_cache_capacity_offload;metadata_layout_contract
