issue_number,title,url,priority,clusters,comments_count,linked_prs,work_area,evidence,wiki_page
9693,"[Bug]: Function calling with stream vs without stream, arguments=None when stream option is enabled",https://github.com/vllm-project/vllm/issues/9693,16,verification_contract,11,,,"tion is enabled elpful. Have tried `stream_options={""include_usage"": True}` and it gives same output. Model generate this output: ``` {""arguments"": {""n1"": 2, ""n2"": 2}, ""name"": ""sum""} ``` ``` chat_completion = client.chat.completions.cr... [Bug]: Function call...",cases/09xxx/9693-bug-function-calling-with-stream-vs-without-stream-arguments-none-when.md
12077,[Usage]: Automatic Prefix Cache life cycle,https://github.com/vllm-project/vllm/issues/12077,16,prefix_cache_equivalence;kernel_autotune_reduction;kv_identity_concurrency;verification_contract,5,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization;scheduler_memory;speculative_decoding,"ulative_decoding 0%, CPU KV cache usage: 0.0%. INFO 01-15 11:12:13 metrics.py:367] Prefix cache hit rate: GPU: 0.00%, CPU: 0.00% INFO 01-15 11:12:20 metrics.py:351] Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tok... [Usage]: Automatic...",cases/12xxx/12077-usage-automatic-prefix-cache-life-cycle.md
16151,[Bug]: [V1] Random infinite response generation followed by silent crash,https://github.com/vllm-project/vllm/issues/16151,16,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics;verification_contract,2,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization;sampling_logits;scheduler_memory;speculative_decoding,"eculative_decoding s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 21.2%, Prefix cache hit rate: 21.7% -- INFO: 172.17.86.56:38282 - ""GET /health HTTP/1.1"" 200 OK CRITICAL 04-06 16:11:42 [core_client.py:269] Got fatal signal from... [Bug]: [V1] Rando...",cases/16xxx/16151-bug-v1-random-infinite-response-generation-followed-by-silent-crash.md
17881,[Bug]: object has no attribute 'finished_req_ids',https://github.com/vllm-project/vllm/issues/17881,16,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,3,,attention_kv_cache;ci_build;distributed_parallel;hardware_porting;model_support;sampling_logits;scheduler_memory,";scheduler_memory Running: 803 reqs, Waiting: 168 reqs, GPU KV cache usage: 99.9%, Prefix cache hit rate: 0.0% DEBUG 05-08 20:04:40 [async_llm.py:467] Called check_health. INFO: 10.43.33.166:37956 - ""GET /health HTTP/1.1"" 200 OK DEBUG 05... [Bug]: object has...",cases/17xxx/17881-bug-object-has-no-attribute-finished-req-ids.md
18150,[Bug]: Timeout Error with Gemma Models in vLLM 0.8.5,https://github.com/vllm-project/vllm/issues/18150,16,prefix_cache_equivalence;kv_identity_concurrency;verification_contract,9,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;multimodal_vlm;scheduler_memory,"scheduler_memory ns/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.8%, Prefix cache hit rate: 0.0% INFO 05-13 13:58:31 [loggers.py:111] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 19.8 tokens/... [Bug]: Timeout Erro...",cases/18xxx/18150-bug-timeout-error-with-gemma-models-in-vllm-0-8-5.md
19210,[Bug]: Strange metrics when running `benchmark_serving` under high concurrency,https://github.com/vllm-project/vllm/issues/19210,16,prefix_cache_equivalence;batch_invariance;verification_contract;backend_specific_drift,6,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;scheduler_memory,";scheduler_memory an expected tpot for the following inferences, and I noticed the prefix cache hit rate is always bigger than 50%, while in the first inference it's about 10% The output I got: ``` =========== Serving Benchmark Result ==... [Bug]: Strange met...",cases/19xxx/19210-bug-strange-metrics-when-running-benchmark-serving-under-high-concurre.md
19462,"[Usage]:  enable VLLM_DEBUG_LOG_API_SERVER_RESPONSE=TRUE, but the response ""content"" in log is empty",https://github.com/vllm-project/vllm/issues/19462,16,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics;verification_contract,6,,,"in log is empty ns/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.1%, Prefix cache hit rate: 5.7% 2025-06-10 18:46:57,142 DEBUG EngineCore waiting for work. 2025-06-10 18:46:57,144 INFO response_body={data: {""id"":""chatcmpl-... [Usage]: enable VLLM...",cases/19xxx/19462-usage-enable-vllm-debug-log-api-server-response-true-but-the-response-.md
20520,"[Bug]: Requests that do not return results within 15 minutes are directly aborted, and then the request will be added by vllm again...",https://github.com/vllm-project/vllm/issues/20520,16,prefix_cache_equivalence;kv_identity_concurrency;verification_contract,7,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding ns/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0% INFO 07-06 16:08:23 [loggers.py:118] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 8.1 tokens/s... [Bug]: Requests tha...",cases/20xxx/20520-bug-requests-that-do-not-return-results-within-15-minutes-are-directly.md
21016,"[Bug]: When passing text prompt + image embedding as Input, prefix cache usage is alway 0%",https://github.com/vllm-project/vllm/issues/21016,16,prefix_cache_equivalence;verification_contract,6,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;multimodal_vlm;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding When I pass the text prompt and image embedding as the input, the Prefix cache hit rate is always 0.0%. This is shown in the vllm console output. My command to run the vllm server is: ``` CUDA_VISIBLE_DEVICES=""6,7"" VLLM... [Bug]: When passing...",cases/21xxx/21016-bug-when-passing-text-prompt-image-embedding-as-input-prefix-cache-usa.md
21403,"[Bug]: auto_tune.sh profiling attempts are hanging (i.e., ""benchmarking_serving.py --profile"" is failing)",https://github.com/vllm-project/vllm/issues/21403,16,prefix_cache_equivalence;kv_identity_concurrency;verification_contract,3,,attention_kv_cache;ci_build;distributed_parallel;hardware_porting;model_support;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding s, Running: 10 reqs, Waiting: 40 reqs, GPU KV cache usage: 17.8%, Prefix cache hit rate: 51.2% INFO 07-22 12:40:52 [loggers.py:118] Engine 000: Avg prompt throughput: 1500.0 tokens/s, Avg generation throughput: 160.0 to... [Bug]: auto_tune.sh...",cases/21xxx/21403-bug-auto-tune-sh-profiling-attempts-are-hanging-i-e-benchmarking-servi.md
22044,[RFC]: Optimize Input Media Processing in vLLM,https://github.com/vllm-project/vllm/issues/22044,16,prefix_cache_equivalence;verification_contract,9,,,"cessing in vLLM cked, therefore repeated media still incur these costs even if there’s a cache hit later on. Additionally, decoding long video & hashing based on all bytes can be slow (millisecs to tens of millisecs) and inefficient. F... [RFC]: Optimize Inpu...",cases/22xxx/22044-rfc-optimize-input-media-processing-in-vllm.md
24879,[Bug]: Crash occurs when calling sleep while running vLLM engine in data parallel mode,https://github.com/vllm-project/vllm/issues/24879,16,prefix_cache_equivalence;batch_invariance;kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,2,,activation_norm;attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;moe;quantization;sampling_logits;scheduler_memory,"scheduler_memory ns/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0% [1;36m(EngineCore_DP0 pid=30251)[0;0m INFO 09-15 09:26:59 [cumem.py:228] CuMemAllocator: sleep freed 49.35 GiB memory in to... [Bug]: Crash occurs...",cases/24xxx/24879-bug-crash-occurs-when-calling-sleep-while-running-vllm-engine-in-data-.md
26243,[Bug]: Perturb and restore the model parameters with Worker Extension,https://github.com/vllm-project/vllm/issues/26243,16,kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,1,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;speculative_decoding,"ulative_decoding he generator, seed and the noise's dtype, I always find the result to be mismatching. The mismatching is even greater when the variance of `torch.normal` grows. Is there any way to keep the before and after model weight... [Bug]: Perturb and...",cases/26xxx/26243-bug-perturb-and-restore-the-model-parameters-with-worker-extension.md
29070,[Bug]: OPT-2.7B OOM while OPT-6.7B works fine with identical settings,https://github.com/vllm-project/vllm/issues/29070,16,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics;verification_contract,2,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding , Running: 65 reqs, Waiting: 135 reqs, GPU KV cache usage: 15.0%, Prefix cache hit rate: 0.0% INFO 11-19 21:10:13 [v1/metrics/loggers.py:127] Engine 000: Avg prompt throughput: 6763.1 tokens/s, Avg generation throughput... [Bug]: OPT-2.7B OOM...",cases/29xxx/29070-bug-opt-2-7b-oom-while-opt-6-7b-works-fine-with-identical-settings.md
31353,[Bug]: KV Cache grows continuously with just one chat completion request using meta-llama/Llama-3.2-1B on L40 GPU with Flash Attention and finally completed after 10 minutes,https://github.com/vllm-project/vllm/issues/31353,16,prefix_cache_equivalence;kv_identity_concurrency;verification_contract;backend_specific_drift,4,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding ns/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.1%, Prefix cache hit rate: 18.8% (APIServer pid=324144) INFO 12-25 13:36:10 [loggers.py:248] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation... [Bug]: KV Cache grow...",cases/31xxx/31353-bug-kv-cache-grows-continuously-with-just-one-chat-completion-request-.md
31695,[Performance]: Poor performance (1 tokens/s) in Disaggregated Serving on AMD MI325X,https://github.com/vllm-project/vllm/issues/31695,16,prefix_cache_equivalence;kv_identity_concurrency;verification_contract,10,,attention_kv_cache;distributed_parallel;hardware_porting;model_support;scheduler_memory,"scheduler_memory ns/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%, External prefix cache hit rate: 0.0%` ### Misc discussion on performance Here is the doc for reproducing it: [Steps for Pref... [Performance]: Poor...",cases/31xxx/31695-performance-poor-performance-1-tokens-s-in-disaggregated-serving-on-am.md
32033,[Bug]: [CPU Backend]: Engine crashes on model re-run with torch=2.10.0 on CPU,https://github.com/vllm-project/vllm/issues/32033,16,quant_dtype_semantics;verification_contract;backend_specific_drift,11,,,"el=model_id, seed=0, dtype=""bfloat16"", ) params = SamplingParams( seed=0, max_tokens=128, temperature=0.7, top_p=0.9, top_k=50, ) results = llm.generate(messages_with_chat_template, params) for req_i, req_out in enumerate(results): print(f""\n=== Prompt {req_i...",cases/32xxx/32033-bug-cpu-backend-engine-crashes-on-model-re-run-with-torch-2-10-0-on-cp.md
33091,[Bug]: Whisper accuracy issue with FA2+CG,https://github.com/vllm-project/vllm/issues/33091,16,verification_contract,11,,,[Bug]: Whisper accuracy issue with FA2+CG [Bug]: Whisper accuracy issue with FA2+CG bug ### Your current environment Resorting to `v0.14.0` as it's the last version where one can set FA version manually (torch 2.9.1). cc @LucasWilkinson @ProExpertProg ### 🐛 D...,cases/33xxx/33091-bug-whisper-accuracy-issue-with-fa2-cg.md
34250,[Bug]: using vllm on Qwen3-Omni-30B-A3B-Instruct: Failed to apply prompt replacement for mm_items['audio'][0].,https://github.com/vllm-project/vllm/issues/34250,16,kernel_autotune_reduction;verification_contract;backend_specific_drift,2,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;gemm_linear;model_support;sampling_logits,"odel_support;sampling_logits total_questions - failed if valid_count > 0: print(f""Overall Accuracy: {overall_correct}/{valid_count} ({overall_correct/valid_count:.2%})"") for category in [""qa_type"", ""video_cat"", ""duration""]: print(f""\n--- Accuracy b... [Bug]:...",cases/34xxx/34250-bug-using-vllm-on-qwen3-omni-30b-a3b-instruct-failed-to-apply-prompt-r.md
34705,[Bug]: Old torch compile files cause poor CPU utilisation,https://github.com/vllm-project/vllm/issues/34705,16,verification_contract,3,#35119,ci_build;hardware_porting;model_support;sampling_logits;speculative_decoding,"?"" ] llm = LLM(MODEL_NAME) outputs = llm.generate(prompts, sampling_params=SamplingParams(temperature=0.0, top_p=1.0, logprobs=1)) for output in outputs: print(f""Prompt: {output.prompt}"") print(f""Generated: {output.outputs[0].text}"") if __name__ == ""__main__""...",cases/34xxx/34705-bug-old-torch-compile-files-cause-poor-cpu-utilisation.md
35463,[Bug]: Error on sleep mode when upgrade into vllm 0.16.0,https://github.com/vllm-project/vllm/issues/35463,16,verification_contract,3,#35489,scheduler_memory,"vice=""cuda"") z.zero_() z += 2 # they can be used together output = x + y + z assert torch.allclose(output, torch.ones_like(output) * 3) free_bytes = torch.cuda.mem_get_info()[0] allocator.sleep() free_bytes_after_sleep = torch.cuda.mem_get_info()[0] assert fr...",cases/35xxx/35463-bug-error-on-sleep-mode-when-upgrade-into-vllm-0-16-0.md
37801,[Bug]: CUDA 13 LMCache KV connector install path still resolves CUDA 12 artifacts,https://github.com/vllm-project/vllm/issues/37801,16,prefix_cache_equivalence;kv_identity_concurrency;verification_contract;backend_specific_drift,2,#37802;#42771,ci_build;distributed_parallel;frontend_api,lel;frontend_api DiskBackend` creation - confirmed disk offload writes - confirmed replay cache hits - confirmed OpenAI-compatible responses expose `usage.prompt_tokens_details.cached_tokens` when both: - `--enable-prompt-tokens-details... [Bug]: CUDA 13 LMCa...,cases/37xxx/37801-bug-cuda-13-lmcache-kv-connector-install-path-still-resolves-cuda-12-a.md
39261,[Bug]: Kimi K2.5 multimodal inference broken — media_placeholder_token_id mismatch with runtime tokenizer,https://github.com/vllm-project/vllm/issues/39261,16,kv_identity_concurrency;verification_contract;backend_specific_drift,3,,attention_kv_cache;ci_build;frontend_api;hardware_porting;model_support;multimodal_vlm;sampling_logits;speculative_decoding,[Bug]: Kimi K2.5 multimodal inference broken — media_placeholder_token_id mismatch with runtime tokenizer attention_kv_cache;ci_build;frontend_api;hardware_porting;model_support;multimodal_vlm;sampling_logits;speculative_decoding Bug]: Kimi K2.5 multimodal in...,cases/39xxx/39261-bug-kimi-k2-5-multimodal-inference-broken-media-placeholder-token-id-m.md
39662,Dynamic FP8 on Blackwell B200 with LoRA-merged model produces non-deterministic degenerate output,https://github.com/vllm-project/vllm/issues/39662,16,batch_invariance;kv_identity_concurrency;quant_dtype_semantics;verification_contract,0,,activation_norm;attention_kv_cache;distributed_parallel;frontend_api;hardware_porting;model_support;quantization,Dynamic FP8 on Blackwell B200 with LoRA-merged model produces non-deterministic degenerate output activation_norm;attention_kv_cache;distributed_parallel;frontend_api;hardware_porting;model_support;quantization Dynamic FP8 on Blackwell B200 with LoRA-merged m...,cases/39xxx/39662-dynamic-fp8-on-blackwell-b200-with-lora-merged-model-produces-non-dete.md
40972,[Bug]: [CPU] Qwen3-VL fails at torch.compile warmup on PT 2.11 with CppCompileError: VecMask<...>::VecMask(int&),https://github.com/vllm-project/vllm/issues/40972,16,quant_dtype_semantics;verification_contract;backend_specific_drift,1,#40973,ci_build;hardware_porting;model_support;sampling_logits;speculative_decoding,"ulative_decoding tual = torch.compile(fn, fullgraph=True)(positions, cache) torch.testing.assert_close(actual, expected) ``` Output on PT 2.11.0+cpu: ``` torch._inductor.exc.InductorError: CppCompileError: C++ compile error ...main.cpp:... [Bug]: [CPU] Qwen3-...",cases/40xxx/40972-bug-cpu-qwen3-vl-fails-at-torch-compile-warmup-on-pt-2-11-with-cppcomp.md
40988,[bug/perf] V4-Pro hangs ~60 min in post-shard-load weight materialization without --safetensors-load-strategy prefetch on EXT4,https://github.com/vllm-project/vllm/issues/40988,16,quant_dtype_semantics;backend_specific_drift,0,#40899;#40923,attention_kv_cache;distributed_parallel;frontend_api;model_support;moe;quantization,"moe;quantization DeepSeek-V4-Pro` (1.6T MoE, 805 GiB checkpoint, ~102 GiB / rank shard) **deterministically stalls** in the post-shard-load weight materialization phase without `--safetensors-load-strategy prefetch`. With the flag, full... [bug/perf] V4-Pro h...",cases/40xxx/40988-bug-perf-v4-pro-hangs-60-min-in-post-shard-load-weight-materialization.md
41292,[Bug]: KDA chunked prefill uses wrong recurrent state layout and breaks Kimi-linear long-context retrieval,https://github.com/vllm-project/vllm/issues/41292,16,kv_identity_concurrency;verification_contract,4,,attention_kv_cache;ci_build;gemm_linear;hardware_porting;model_support,ing;model_support v0.16.0+: top token The Layer instrumentation showed the first material divergence happens during prefill in layer 0 after KimiDeltaAttention; layer 0 norm1 is identical before KDA. **Minimal kernel-level test** I creat... [Bug]: KDA chunked...,cases/41xxx/41292-bug-kda-chunked-prefill-uses-wrong-recurrent-state-layout-and-breaks-k.md
42271,[Bug]: MTP + FULL_AND_PIECEWISE cudagraph deadlocks at HT batched-decode when bonus-token-only forward shape is scheduled,https://github.com/vllm-project/vllm/issues/42271,16,batch_invariance;kv_identity_concurrency;quant_dtype_semantics;backend_specific_drift,0,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;moe;quantization;scheduler_memory;speculative_decoding,"ulative_decoding e=FULL_AND_PIECEWISE` + MTP (`num_speculative_tokens=1`), the EngineCore deterministically deadlocks during batched-decode serving whenever the scheduler issues a step with ~15-18 requests all in `scheduled_spec_decode_... [Bug]: MTP + FULL_A...",cases/42xxx/42271-bug-mtp-full-and-piecewise-cudagraph-deadlocks-at-ht-batched-decode-wh.md
43631,[Bug]: enforce_eager=False will generate garbage tokens for InternVL2-8B,https://github.com/vllm-project/vllm/issues/43631,16,kv_identity_concurrency;verification_contract,1,#43668,ci_build;hardware_porting;model_support;sampling_logits,;sampling_logits ci_build;hardware_porting;model_support;sampling_logits cuda build_error;mismatch;nan_inf env_dependency #43668 Fix InternVL2-8B compiled generation with InternLM2 backbone Your current environment [Bug]: enforce_eager=False will generate gar...,cases/43xxx/43631-bug-enforce-eager-false-will-generate-garbage-tokens-for-internvl2-8b.md
173,ValueError: The precision of the fractional quantity of resource,https://github.com/vllm-project/vllm/issues/173,15,unclustered_bitwise,11,,,"ValueError: The precision of the fractional quantity of resource ValueError: The precision of the fractional quantity of resource bug ## Description I tried the demo code, but got an error like this: ``` File ""/opt/miniconda3/lib/python3.8/site-packages/vllm/...",cases/00xxx/173-valueerror-the-precision-of-the-fractional-quantity-of-resource.md
1327,garbled response from 70B llama-2,https://github.com/vllm-project/vllm/issues/1327,15,batch_invariance;kv_identity_concurrency;verification_contract,1,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;model_support;multimodal_vlm;sampling_logits,";sampling_logits of multiple models offers several advantages, including:\n\n1. Increased Accuracy: Specialized models excel in their designated areas, leading to higher accuracy and better results.\n2. Impro Eiency autom various tasks,... garbled response fr...",cases/01xxx/1327-garbled-response-from-70b-llama-2.md
1830,awq CUDA error: an illegal memory access was encountered,https://github.com/vllm-project/vllm/issues/1830,15,quant_dtype_semantics,3,,attention_kv_cache;ci_build;frontend_api;gemm_linear;model_support;quantization;sampling_logits,";sampling_logits ling_logits cuda;kernel;operator;quantization;sampling build_error;crash;mismatch dtype;env_dependency hi, awq CUDA error: an illegal memory access was encountered hi, I get an ""an illegal memory access was encountered"" error when inference [...",cases/01xxx/1830-awq-cuda-error-an-illegal-memory-access-was-encountered.md
3504,[Bug]: Mistral generation degrades at long lengths,https://github.com/vllm-project/vllm/issues/3504,15,kernel_autotune_reduction;quant_dtype_semantics;verification_contract,2,,attention_kv_cache;ci_build;hardware_porting;model_support;sampling_logits,";sampling_logits ld expect the same results from using transformers vs. vllm but we yield different outputs: with transformers: ``` from datasets import load_dataset from transformers import AutoTokenizer, AutoModelForCausalLM data = lo... [Bug]: Mistral gene...",cases/03xxx/3504-bug-mistral-generation-degrades-at-long-lengths.md
3596,[Bug]: cache_ops.reshape_and_cache cannot correctly copy data,https://github.com/vllm-project/vllm/issues/3596,15,kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract,2,,attention_kv_cache;ci_build;frontend_api;hardware_porting;model_support,"g;model_support shape_and_cache(k, v, pa_k_cache, pa_v_cache, slots, ""auto"") assert torch.allclose(pa_k_cache, ref_k_cache) assert torch.allclose(pa_v_cache, ref_v_cache) q, k, v = make_qkv(8519, 32, 8, 128) paged_attention(q, k, v) ``... [Bug]: cache_ops.res...",cases/03xxx/3596-bug-cache-ops-reshape-and-cache-cannot-correctly-copy-data.md
5030,[Bug]: Command-R incorrect output contains `<EOS_TOKEN>` and seems to do text prediction rather than conversation,https://github.com/vllm-project/vllm/issues/5030,15,kv_identity_concurrency;verification_contract,3,,ci_build;hardware_porting;sampling_logits;speculative_decoding,ulative_decoding e_porting;sampling_logits;speculative_decoding cuda;sampling build_error;mismatch;nan_inf Your current environment [Bug]: Command-R incorrect output contains ` ` and seems to do text prediction rather than conversation ### Your current enviro...,cases/05xxx/5030-bug-command-r-incorrect-output-contains-eos-token-and-seems-to-do-text.md
5299,[Bug]: Cannot request more than 5 logprobs,https://github.com/vllm-project/vllm/issues/5299,15,kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract,9,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;speculative_decoding,"lel_size=1) # Here, try to request logprobs more than 5. sampling_params = SamplingParams(temperature=0.0, top_p=1.0, max_tokens=1024, logprobs=5000) model_input = ""Python is a good language, right?"" model.generate([model_input], sampling_params) ``` Error Me...",cases/05xxx/5299-bug-cannot-request-more-than-5-logprobs.md
6011,[Bug]: Segmentation fault (core dumped) while loading deepseek coder v2 lite model,https://github.com/vllm-project/vllm/issues/6011,15,kernel_autotune_reduction;quant_dtype_semantics;verification_contract;backend_specific_drift,9,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization;sampling_logits,"my name is"", ""The president of the United States is"", ] sampling_params = SamplingParams(temperature=0.8, top_p=0.95) model_name = '/data/models/deepseek/deepseek-ai__deepseek-coder-v2-lite-instruct' # model_name = '/data/models/opt-125m' llm = LLM(model=mode...",cases/06xxx/6011-bug-segmentation-fault-core-dumped-while-loading-deepseek-coder-v2-lit.md
7913,[Bug]: command r server hangs randomly with no error,https://github.com/vllm-project/vllm/issues/7913,15,prefix_cache_equivalence;kv_identity_concurrency;verification_contract,4,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding 3%, CPU KV cache usage: 0.0%. INFO 08-27 13:53:14 metrics.py:367] Prefix cache hit rate: GPU: 91.31%, CPU: 0.00% INFO 08-27 13:53:15 async_llm_engine.py:176] Finished request chat-2b667d636e4a4fb7a62c259b15b1a87f. INFO... [Bug]: command r ser...",cases/07xxx/7913-bug-command-r-server-hangs-randomly-with-no-error.md
8208,[Bug]: Shutdown problem when we use ADAG,https://github.com/vllm-project/vllm/issues/8208,15,kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,2,,ci_build;distributed_parallel;hardware_porting;model_support;sampling_logits;speculative_decoding,"g the world."" ] # Set sampling parameters sampling_params = SamplingParams(max_tokens=50, temperature=0.7) # Warm-up the model with a simple inference warmup_prompt = [""Warm-up prompt""] llm.generate(warmup_prompt, sampling_params) # Measure inference time sta...",cases/08xxx/8208-bug-shutdown-problem-when-we-use-adag.md
9729,[Bug]: Bfloat16 or Half are not compatible with HF float16/bfloat16 result.,https://github.com/vllm-project/vllm/issues/9729,15,quant_dtype_semantics;verification_contract,3,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits;speculative_decoding,"ulative_decoding M and Hugging Face's implementation produce identical results in float32 precision, they generate different outputs when using bfloat16. This inconsistency appears to be specifically related to the precision mode rather... [Bug]: Bfloat16 or...",cases/09xxx/9729-bug-bfloat16-or-half-are-not-compatible-with-hf-float16-bfloat16-resul.md
12199,[Bug]: Dynamically load lora got wrong output,https://github.com/vllm-project/vllm/issues/12199,15,kernel_autotune_reduction;quant_dtype_semantics;verification_contract,2,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits,;sampling_logits ;model_support;sampling_logits cuda;operator;sampling;triton build_error;mismatch;nan_inf dtype;env_dependency Your current environment [Bug]: Dynamically load lora got wrong output ### Your current environment ### Model Input Dumps _No respo...,cases/12xxx/12199-bug-dynamically-load-lora-got-wrong-output.md
13788,[Bug]: ValueError: Unsupported FA version: None on V100 and V1 engine,https://github.com/vllm-project/vllm/issues/13788,15,prefix_cache_equivalence;kv_identity_concurrency;verification_contract,4,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;multimodal_vlm;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding ns/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0% ERROR 02-24 22:11:40 core.py:294] EngineCore hit an exception: Traceback (most recent call last): ERROR 02-24 22:11:40 core.p... [Bug]: ValueError:...",cases/13xxx/13788-bug-valueerror-unsupported-fa-version-none-on-v100-and-v1-engine.md
16658,[Bug]: V0 engines gives incorrect output for Moonlight model,https://github.com/vllm-project/vllm/issues/16658,15,verification_contract;backend_specific_drift,6,,attention_kv_cache;ci_build;distributed_parallel;hardware_porting;model_support;sampling_logits;speculative_decoding,ulative_decoding /moonshotai/Moonlight-16B-A3B-Instruct) with the V0 and V1 engines gives different outputs. I launched the service using the following command: ```bash python3 -m vllm.entrypoints.openai.api_server \ --host 0.0.0.0 \ --... [Bug]: V0 engines g...,cases/16xxx/16658-bug-v0-engines-gives-incorrect-output-for-moonlight-model.md
18653,[Bug]: stateless_init_process_group is invalid on NPUs,https://github.com/vllm-project/vllm/issues/18653,15,kernel_autotune_reduction;kv_identity_concurrency;verification_contract;backend_specific_drift,1,,ci_build;distributed_parallel;hardware_porting;model_support;sampling_logits;speculative_decoding,"ogits;speculative_decoding ) print(f""[Rank {rank}] Received: {recv_tensor}"") assert torch.allclose(recv_tensor, torch.ones(4, 4, device=""cuda"")), ""Data mismatch!"" if __name__ == ""__main__"": # 配置参数 master_address = ""127.0.0.1"" # 本地测试用回环地址 master_p... [Bug]: st...",cases/18xxx/18653-bug-stateless-init-process-group-is-invalid-on-npus.md
18819,[Bug]: Broken Structured Output (Guided Decoding) with Qwen3 models when `enable_thinking=False`,https://github.com/vllm-project/vllm/issues/18819,15,quant_dtype_semantics;verification_contract;backend_specific_drift,8,,frontend_api;model_support;quantization;sampling_logits,"pletions.create( model=""Qwen3-30B-A3B"", messages=message_list, max_completion_tokens=512, temperature=0.7, top_p=0.8, presence_penalty=-0.05, frequency_penalty=0, extra_body={ ""guided_json"": TypeAdapter(list[str]).json_schema(), ""chat_template_kwargs"": {""enab...",cases/18xxx/18819-bug-broken-structured-output-guided-decoding-with-qwen3-models-when-en.md
19189,[Bug]: LLM Engine Failure when fp8 kv cache enabled,https://github.com/vllm-project/vllm/issues/19189,15,kv_identity_concurrency;quant_dtype_semantics;verification_contract,2,,attention_kv_cache;ci_build;distributed_parallel;hardware_porting;model_support;quantization;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding GPU memory footprint and boosts the performance. Meanwhile, it may cause accuracy drop without a proper scaling factor INFO 06-04 16:44:21 [config.py:1770] Defaulting to use mp for distributed inference INFO 06-04 16:44... [Bug]: LLM Engine F...",cases/19xxx/19189-bug-llm-engine-failure-when-fp8-kv-cache-enabled.md
